Brand,Model,RAM,Storage,Camera,Battery,Processor,Price,Units Sold,Region,Channel,Year
Samsung,SAM-109,6GB,256GB,64MP,5000mAh,Snapdragon 7 Gen 1,50000,10206,Maharashtra,Wholesale,2022
Samsung,SAM-109,6GB,256GB,64MP,5000mAh,Snapdragon 7 Gen 1,50000,13784,Karnataka,Retail,2022
Samsung,SAM-109,6GB,256GB,64MP,5000mAh,Snapdragon 7 Gen 1,50000,18625,Bihar,Wholesale,2022
Samsung,SAM-110,16GB,512GB,48MP,4500mAh,Snapdragon 8 Gen 2,58000,10590,West Bengal,Online,2022
Samsung,SAM-110,16GB,512GB,48MP,4500mAh,Snapdragon 8 Gen 2,58000,16023,Madhya Pradesh,Wholesale,2022
Samsung,SAM-110,16GB,512GB,48MP,4500mAh,Snapdragon 8 Gen 2,58000,11399,Delhi,Retail,2022
Samsung,SAM-110,16GB,512GB,48MP,4500mAh,Snapdragon 8 Gen 2,58000,6766,Gujarat,Online,2022
Samsung,SAM-110,16GB,512GB,48MP,4500mAh,Snapdragon 8 Gen 2,58000,19731,Maharashtra,Online,2022
Samsung,SAM-111,6GB,512GB,108MP,5000mAh,A15 Bionic,48500,7207,West Bengal,Retail,2024
Samsung,SAM-111,6GB,512GB,108MP,5000mAh,A15 Bionic,48500,12681,Uttar Pradesh,Retail,2024
Samsung,SAM-111,6GB,512GB,108MP,5000mAh,A15 Bionic,48500,9597,Telangana,Wholesale,2024
Samsung,SAM-111,6GB,512GB,108MP,5000mAh,A15 Bionic,48500,12930,Delhi,Wholesale,2024
Samsung,SAM-111,6GB,512GB,108MP,5000mAh,A15 Bionic,48500,9364,Maharashtra,Wholesale,2024
Samsung,SAM-112,16GB,64GB,64MP,4300mAh,Snapdragon 695,52000,12417,Delhi,Retail,2025
Samsung,SAM-112,16GB,64GB,64MP,4300mAh,Snapdragon 695,52000,6492,Gujarat,Retail,2025
Samsung,SAM-112,16GB,64GB,64MP,4300mAh,Snapdragon 695,52000,14829,Maharashtra,Wholesale,2025
Samsung,SAM-112,16GB,64GB,64MP,4300mAh,Snapdragon 695,52000,17034,Tamil Nadu,Online,2025
Samsung,SAM-112,16GB,64GB,64MP,4300mAh,Snapdragon 695,52000,7363,Telangana,Wholesale,2025
Samsung,SAM-113,4GB,512GB,200MP,5000mAh,A15 Bionic,47000,14119,Madhya Pradesh,Wholesale,2022
Samsung,SAM-113,4GB,512GB,200MP,5000mAh,A15 Bionic,47000,5616,Bihar,Retail,2022
Samsung,SAM-113,4GB,512GB,200MP,5000mAh,A15 Bionic,47000,14106,Uttar Pradesh,Wholesale,2022
Samsung,SAM-113,4GB,512GB,200MP,5000mAh,A15 Bionic,47000,10392,Gujarat,Retail,2022
Samsung,SAM-113,4GB,512GB,200MP,5000mAh,A15 Bionic,47000,17834,West Bengal,Wholesale,2022
Samsung,SAM-114,12GB,64GB,64MP,4500mAh,Snapdragon 8 Gen 2,52500,9152,Gujarat,Retail,2024
Samsung,SAM-114,12GB,64GB,64MP,4500mAh,Snapdragon 8 Gen 2,52500,8753,Telangana,Retail,2024
Samsung,SAM-114,12GB,64GB,64MP,4500mAh,Snapdragon 8 Gen 2,52500,15427,West Bengal,Wholesale,2024
Samsung,SAM-114,12GB,64GB,64MP,4500mAh,Snapdragon 8 Gen 2,52500,11586,Delhi,Online,2024
Samsung,SAM-114,12GB,64GB,64MP,4500mAh,Snapdragon 8 Gen 2,52500,15668,Bihar,Retail,2024
Samsung,SAM-115,12GB,512GB,64MP,5000mAh,A15 Bionic,57000,19658,Madhya Pradesh,Wholesale,2023
Samsung,SAM-115,12GB,512GB,64MP,5000mAh,A15 Bionic,57000,12360,Karnataka,Online,2023
Samsung,SAM-115,12GB,512GB,64MP,5000mAh,A15 Bionic,57000,2151,Telangana,Retail,2023
Samsung,SAM-115,12GB,512GB,64MP,5000mAh,A15 Bionic,57000,9051,Tamil Nadu,Wholesale,2023
Samsung,SAM-115,12GB,512GB,64MP,5000mAh,A15 Bionic,57000,9635,Maharashtra,Wholesale,2023
Samsung,SAM-116,16GB,256GB,108MP,4300mAh,Snapdragon 7 Gen 1,51000,7135,Uttar Pradesh,Retail,2024
Samsung,SAM-116,16GB,256GB,108MP,4300mAh,Snapdragon 7 Gen 1,51000,6212,Delhi,Wholesale,2024
Samsung,SAM-116,16GB,256GB,108MP,4300mAh,Snapdragon 7 Gen 1,51000,18780,Tamil Nadu,Retail,2024
Samsung,SAM-116,16GB,256GB,108MP,4300mAh,Snapdragon 7 Gen 1,51000,14764,Telangana,Online,2024
Samsung,SAM-116,16GB,256GB,108MP,4300mAh,Snapdragon 7 Gen 1,51000,17328,Maharashtra,Retail,2024
Samsung,SAM-117,8GB,128GB,64MP,4500mAh,Dimensity 8200,51500,4597,Tamil Nadu,Online,2023
Samsung,SAM-117,8GB,128GB,64MP,4500mAh,Dimensity 8200,51500,19945,Uttar Pradesh,Online,2023
Samsung,SAM-117,8GB,128GB,64MP,4500mAh,Dimensity 8200,51500,2290,Karnataka,Wholesale,2023
Samsung,SAM-117,8GB,128GB,64MP,4500mAh,Dimensity 8200,51500,19616,West Bengal,Wholesale,2023
Samsung,SAM-117,8GB,128GB,64MP,4500mAh,Dimensity 8200,51500,5991,Gujarat,Wholesale,2023
Samsung,SAM-118,12GB,128GB,200MP,4500mAh,Dimensity 1080,49000,2305,Bihar,Online,2022
Samsung,SAM-118,12GB,128GB,200MP,4500mAh,Dimensity 1080,49000,4244,Madhya Pradesh,Retail,2022
Samsung,SAM-118,12GB,128GB,200MP,4500mAh,Dimensity 1080,49000,5928,West Bengal,Wholesale,2022
Samsung,SAM-118,12GB,128GB,200MP,4500mAh,Dimensity 1080,49000,3285,Karnataka,Wholesale,2022
Samsung,SAM-118,12GB,128GB,200MP,4500mAh,Dimensity 1080,49000,13176,Uttar Pradesh,Wholesale,2022
Samsung,SAM-119,6GB,128GB,200MP,4500mAh,Snapdragon 7 Gen 1,49500,3046,Maharashtra,Online,2025
Samsung,SAM-119,6GB,128GB,200MP,4500mAh,Snapdragon 7 Gen 1,49500,5004,Madhya Pradesh,Wholesale,2025
Samsung,SAM-119,6GB,128GB,200MP,4500mAh,Snapdragon 7 Gen 1,49500,3638,Uttar Pradesh,Online,2025
Samsung,SAM-119,6GB,128GB,200MP,4500mAh,Snapdragon 7 Gen 1,49500,8420,Gujarat,Wholesale,2025
Samsung,SAM-119,6GB,128GB,200MP,4500mAh,Snapdragon 7 Gen 1,49500,13378,Telangana,Retail,2025
Samsung,SAM-120,12GB,512GB,48MP,5500mAh,A16 Bionic,56000,5568,West Bengal,Online,2022
Samsung,SAM-120,12GB,512GB,48MP,5500mAh,A16 Bionic,56000,2170,Karnataka,Online,2022
Samsung,SAM-120,12GB,512GB,48MP,5500mAh,A16 Bionic,56000,17925,Uttar Pradesh,Retail,2022
Samsung,SAM-120,12GB,512GB,48MP,5500mAh,A16 Bionic,56000,10862,Madhya Pradesh,Online,2022
Samsung,SAM-120,12GB,512GB,48MP,5500mAh,A16 Bionic,56000,10029,Delhi,Online,2022
Samsung,SAM-121,4GB,512GB,200MP,4500mAh,Snapdragon 695,50000,11441,Gujarat,Wholesale,2022
Samsung,SAM-121,4GB,512GB,200MP,4500mAh,Snapdragon 695,50000,11216,Tamil Nadu,Retail,2022
Samsung,SAM-121,4GB,512GB,200MP,4500mAh,Snapdragon 695,50000,15395,Telangana,Retail,2022
Samsung,SAM-121,4GB,512GB,200MP,4500mAh,Snapdragon 695,50000,16650,Madhya Pradesh,Retail,2022
Samsung,SAM-121,4GB,512GB,200MP,4500mAh,Snapdragon 695,50000,15859,Uttar Pradesh,Retail,2022
Samsung,SAM-122,4GB,128GB,64MP,5500mAh,Dimensity 1080,46500,3408,Maharashtra,Retail,2023
Samsung,SAM-122,4GB,128GB,64MP,5500mAh,Dimensity 1080,46500,6755,Telangana,Retail,2023
Samsung,SAM-122,4GB,128GB,64MP,5500mAh,Dimensity 1080,46500,19163,West Bengal,Online,2023
Samsung,SAM-122,4GB,128GB,64MP,5500mAh,Dimensity 1080,46500,19384,Madhya Pradesh,Retail,2023
Samsung,SAM-122,4GB,128GB,64MP,5500mAh,Dimensity 1080,46500,5200,Karnataka,Retail,2023
Samsung,SAM-123,12GB,256GB,108MP,5000mAh,A17 Pro,55500,7979,Uttar Pradesh,Wholesale,2023
Samsung,SAM-123,12GB,256GB,108MP,5000mAh,A17 Pro,55500,12588,West Bengal,Wholesale,2023
Samsung,SAM-123,12GB,256GB,108MP,5000mAh,A17 Pro,55500,12870,Gujarat,Wholesale,2023
Samsung,SAM-123,12GB,256GB,108MP,5000mAh,A17 Pro,55500,4517,Madhya Pradesh,Retail,2023
Samsung,SAM-123,12GB,256GB,108MP,5000mAh,A17 Pro,55500,2654,Delhi,Online,2023
Samsung,SAM-124,4GB,128GB,108MP,4500mAh,Snapdragon 8 Gen 1,48000,15470,Karnataka,Wholesale,2025
Samsung,SAM-124,4GB,128GB,108MP,4500mAh,Snapdragon 8 Gen 1,48000,5132,Telangana,Online,2025
Samsung,SAM-124,4GB,128GB,108MP,4500mAh,Snapdragon 8 Gen 1,48000,5417,West Bengal,Wholesale,2025
Samsung,SAM-124,4GB,128GB,108MP,4500mAh,Snapdragon 8 Gen 1,48000,8845,Uttar Pradesh,Wholesale,2025
Samsung,SAM-124,4GB,128GB,108MP,4500mAh,Snapdragon 8 Gen 1,48000,18158,Maharashtra,Wholesale,2025
Samsung,SAM-125,4GB,64GB,200MP,4300mAh,A15 Bionic,48000,12844,Bihar,Online,2022
Samsung,SAM-125,4GB,64GB,200MP,4300mAh,A15 Bionic,48000,10132,Telangana,Wholesale,2022
Samsung,SAM-125,4GB,64GB,200MP,4300mAh,A15 Bionic,48000,12149,Uttar Pradesh,Online,2022
Samsung,SAM-125,4GB,64GB,200MP,4300mAh,A15 Bionic,48000,4309,Gujarat,Online,2022
Samsung,SAM-125,4GB,64GB,200MP,4300mAh,A15 Bionic,48000,3152,West Bengal,Retail,2022
Samsung,SAM-126,4GB,64GB,200MP,4500mAh,Dimensity 1080,42500,3337,Uttar Pradesh,Retail,2024
Samsung,SAM-126,4GB,64GB,200MP,4500mAh,Dimensity 1080,42500,3041,Madhya Pradesh,Online,2024
Samsung,SAM-126,4GB,64GB,200MP,4500mAh,Dimensity 1080,42500,14112,Gujarat,Wholesale,2024
Samsung,SAM-126,4GB,64GB,200MP,4500mAh,Dimensity 1080,42500,9745,Delhi,Retail,2024
Samsung,SAM-126,4GB,64GB,200MP,4500mAh,Dimensity 1080,42500,4426,Karnataka,Online,2024
Samsung,SAM-127,6GB,128GB,64MP,4500mAh,Snapdragon 8 Gen 1,46000,15209,Gujarat,Online,2022
Samsung,SAM-127,6GB,128GB,64MP,4500mAh,Snapdragon 8 Gen 1,46000,15016,Delhi,Online,2022
Samsung,SAM-127,6GB,128GB,64MP,4500mAh,Snapdragon 8 Gen 1,46000,5775,Tamil Nadu,Online,2022
Samsung,SAM-127,6GB,128GB,64MP,4500mAh,Snapdragon 8 Gen 1,46000,2224,Bihar,Retail,2022
Samsung,SAM-127,6GB,128GB,64MP,4500mAh,Snapdragon 8 Gen 1,46000,15889,Maharashtra,Retail,2022
Samsung,SAM-128,4GB,128GB,200MP,4500mAh,Dimensity 8200,47500,16441,Gujarat,Online,2022
Samsung,SAM-128,4GB,128GB,200MP,4500mAh,Dimensity 8200,47500,2616,Karnataka,Retail,2022
Samsung,SAM-128,4GB,128GB,200MP,4500mAh,Dimensity 8200,47500,6765,Tamil Nadu,Retail,2022
Samsung,SAM-128,4GB,128GB,200MP,4500mAh,Dimensity 8200,47500,5685,Maharashtra,Online,2022
Samsung,SAM-128,4GB,128GB,200MP,4500mAh,Dimensity 8200,47500,11017,Delhi,Retail,2022
Samsung,SAM-129,8GB,256GB,64MP,5000mAh,A16 Bionic,48000,4896,Maharashtra,Wholesale,2022
Samsung,SAM-129,8GB,256GB,64MP,5000mAh,A16 Bionic,48000,5442,Karnataka,Wholesale,2022
Samsung,SAM-129,8GB,256GB,64MP,5000mAh,A16 Bionic,48000,9054,Telangana,Wholesale,2022
Samsung,SAM-129,8GB,256GB,64MP,5000mAh,A16 Bionic,48000,8297,Madhya Pradesh,Wholesale,2022
Samsung,SAM-129,8GB,256GB,64MP,5000mAh,A16 Bionic,48000,16825,Uttar Pradesh,Online,2022
Samsung,SAM-130,6GB,64GB,108MP,4000mAh,Snapdragon 695,48500,7470,Telangana,Online,2023
Samsung,SAM-130,6GB,64GB,108MP,4000mAh,Snapdragon 695,48500,5036,Uttar Pradesh,Retail,2023
Samsung,SAM-130,6GB,64GB,108MP,4000mAh,Snapdragon 695,48500,8853,Karnataka,Online,2023
Samsung,SAM-130,6GB,64GB,108MP,4000mAh,Snapdragon 695,48500,16512,Maharashtra,Retail,2023
Samsung,SAM-130,6GB,64GB,108MP,4000mAh,Snapdragon 695,48500,9133,Tamil Nadu,Wholesale,2023
Samsung,SAM-131,8GB,256GB,200MP,5000mAh,Snapdragon 8 Gen 1,54000,8454,Gujarat,Wholesale,2025
Samsung,SAM-131,8GB,256GB,200MP,5000mAh,Snapdragon 8 Gen 1,54000,10735,Uttar Pradesh,Retail,2025
Samsung,SAM-131,8GB,256GB,200MP,5000mAh,Snapdragon 8 Gen 1,54000,13128,Telangana,Online,2025
Samsung,SAM-131,8GB,256GB,200MP,5000mAh,Snapdragon 8 Gen 1,54000,4041,Bihar,Online,2025
Samsung,SAM-131,8GB,256GB,200MP,5000mAh,Snapdragon 8 Gen 1,54000,13874,West Bengal,Retail,2025
Samsung,SAM-132,8GB,512GB,108MP,4300mAh,A15 Bionic,53500,17164,Madhya Pradesh,Online,2024
Samsung,SAM-132,8GB,512GB,108MP,4300mAh,A15 Bionic,53500,16290,Delhi,Wholesale,2024
Samsung,SAM-132,8GB,512GB,108MP,4300mAh,A15 Bionic,53500,12664,Maharashtra,Online,2024
Samsung,SAM-132,8GB,512GB,108MP,4300mAh,A15 Bionic,53500,17454,Gujarat,Retail,2024
Samsung,SAM-132,8GB,512GB,108MP,4300mAh,A15 Bionic,53500,2019,West Bengal,Wholesale,2024
Samsung,SAM-133,4GB,256GB,64MP,5000mAh,A16 Bionic,47500,6935,Telangana,Wholesale,2025
Samsung,SAM-133,4GB,256GB,64MP,5000mAh,A16 Bionic,47500,11572,Maharashtra,Wholesale,2025
Samsung,SAM-133,4GB,256GB,64MP,5000mAh,A16 Bionic,47500,13897,Delhi,Retail,2025
Samsung,SAM-133,4GB,256GB,64MP,5000mAh,A16 Bionic,47500,9368,West Bengal,Retail,2025
Samsung,SAM-133,4GB,256GB,64MP,5000mAh,A16 Bionic,47500,10434,Bihar,Online,2025
Samsung,SAM-134,4GB,512GB,48MP,4500mAh,A17 Pro,50000,9970,Bihar,Online,2023
Samsung,SAM-134,4GB,512GB,48MP,4500mAh,A17 Pro,50000,7558,Gujarat,Online,2023
Samsung,SAM-134,4GB,512GB,48MP,4500mAh,A17 Pro,50000,10291,Delhi,Wholesale,2023
Samsung,SAM-134,4GB,512GB,48MP,4500mAh,A17 Pro,50000,9334,Telangana,Online,2023
Samsung,SAM-134,4GB,512GB,48MP,4500mAh,A17 Pro,50000,3622,West Bengal,Retail,2023
Samsung,SAM-135,12GB,128GB,200MP,4000mAh,A17 Pro,51000,5087,Madhya Pradesh,Retail,2023
Samsung,SAM-135,12GB,128GB,200MP,4000mAh,A17 Pro,51000,2219,Karnataka,Retail,2023
Samsung,SAM-135,12GB,128GB,200MP,4000mAh,A17 Pro,51000,10337,Tamil Nadu,Retail,2023
Samsung,SAM-135,12GB,128GB,200MP,4000mAh,A17 Pro,51000,12534,Gujarat,Retail,2023
Samsung,SAM-135,12GB,128GB,200MP,4000mAh,A17 Pro,51000,5612,Uttar Pradesh,Wholesale,2023
Samsung,SAM-136,4GB,512GB,200MP,5000mAh,A15 Bionic,48500,6794,Bihar,Wholesale,2022
Samsung,SAM-136,4GB,512GB,200MP,5000mAh,A15 Bionic,48500,6809,Delhi,Online,2022
Samsung,SAM-136,4GB,512GB,200MP,5000mAh,A15 Bionic,48500,19286,Tamil Nadu,Online,2022
Samsung,SAM-136,4GB,512GB,200MP,5000mAh,A15 Bionic,48500,12102,Gujarat,Wholesale,2022
Samsung,SAM-136,4GB,512GB,200MP,5000mAh,A15 Bionic,48500,15786,Karnataka,Wholesale,2022
Samsung,SAM-137,8GB,64GB,108MP,4300mAh,A17 Pro,47000,14322,Tamil Nadu,Online,2024
Samsung,SAM-137,8GB,64GB,108MP,4300mAh,A17 Pro,47000,5211,Uttar Pradesh,Wholesale,2024
Samsung,SAM-137,8GB,64GB,108MP,4300mAh,A17 Pro,47000,4015,Karnataka,Retail,2024
Samsung,SAM-137,8GB,64GB,108MP,4300mAh,A17 Pro,47000,16052,Gujarat,Wholesale,2024
Samsung,SAM-137,8GB,64GB,108MP,4300mAh,A17 Pro,47000,11111,Telangana,Retail,2024
Samsung,SAM-138,8GB,512GB,108MP,4500mAh,Snapdragon 7 Gen 1,53500,17863,Gujarat,Retail,2024
Samsung,SAM-138,8GB,512GB,108MP,4500mAh,Snapdragon 7 Gen 1,53500,3988,Maharashtra,Wholesale,2024
Samsung,SAM-138,8GB,512GB,108MP,4500mAh,Snapdragon 7 Gen 1,53500,6828,Madhya Pradesh,Online,2024
Samsung,SAM-138,8GB,512GB,108MP,4500mAh,Snapdragon 7 Gen 1,53500,3000,West Bengal,Retail,2024
Samsung,SAM-138,8GB,512GB,108MP,4500mAh,Snapdragon 7 Gen 1,53500,18036,Delhi,Wholesale,2024
Samsung,SAM-139,4GB,128GB,64MP,4500mAh,Snapdragon 8 Gen 1,50000,3355,West Bengal,Retail,2025
Samsung,SAM-139,4GB,128GB,64MP,4500mAh,Snapdragon 8 Gen 1,50000,15253,Gujarat,Online,2025
Samsung,SAM-139,4GB,128GB,64MP,4500mAh,Snapdragon 8 Gen 1,50000,13778,Karnataka,Wholesale,2025
Samsung,SAM-139,4GB,128GB,64MP,4500mAh,Snapdragon 8 Gen 1,50000,3102,Bihar,Wholesale,2025
Samsung,SAM-139,4GB,128GB,64MP,4500mAh,Snapdragon 8 Gen 1,50000,13978,Telangana,Retail,2025
Samsung,SAM-140,16GB,512GB,108MP,4300mAh,A16 Bionic,52500,2218,Uttar Pradesh,Retail,2024
Samsung,SAM-140,16GB,512GB,108MP,4300mAh,A16 Bionic,52500,17232,Gujarat,Retail,2024
Samsung,SAM-140,16GB,512GB,108MP,4300mAh,A16 Bionic,52500,7147,Maharashtra,Retail,2024
Samsung,SAM-140,16GB,512GB,108MP,4300mAh,A16 Bionic,52500,14096,Tamil Nadu,Wholesale,2024
Samsung,SAM-140,16GB,512GB,108MP,4300mAh,A16 Bionic,52500,11181,Telangana,Wholesale,2024
OnePlus,ONE-101,16GB,512GB,48MP,5500mAh,A15 Bionic,55500,16610,Bihar,Online,2022
OnePlus,ONE-101,16GB,512GB,48MP,5500mAh,A15 Bionic,55500,12391,West Bengal,Retail,2022
OnePlus,ONE-101,16GB,512GB,48MP,5500mAh,A15 Bionic,55500,8824,Gujarat,Online,2022
OnePlus,ONE-101,16GB,512GB,48MP,5500mAh,A15 Bionic,55500,2813,Madhya Pradesh,Retail,2022
OnePlus,ONE-101,16GB,512GB,48MP,5500mAh,A15 Bionic,55500,17857,Delhi,Wholesale,2022
OnePlus,ONE-102,4GB,256GB,48MP,5500mAh,Dimensity 8200,43000,15760,Tamil Nadu,Wholesale,2025
OnePlus,ONE-102,4GB,256GB,48MP,5500mAh,Dimensity 8200,43000,12559,West Bengal,Wholesale,2025
OnePlus,ONE-102,4GB,256GB,48MP,5500mAh,Dimensity 8200,43000,2835,Uttar Pradesh,Retail,2025
OnePlus,ONE-102,4GB,256GB,48MP,5500mAh,Dimensity 8200,43000,13086,Telangana,Wholesale,2025
OnePlus,ONE-102,4GB,256GB,48MP,5500mAh,Dimensity 8200,43000,11593,Madhya Pradesh,Online,2025
OnePlus,ONE-103,8GB,128GB,64MP,4300mAh,Snapdragon 695,46000,15860,Maharashtra,Retail,2023
OnePlus,ONE-103,8GB,128GB,64MP,4300mAh,Snapdragon 695,46000,3194,Delhi,Retail,2023
OnePlus,ONE-103,8GB,128GB,64MP,4300mAh,Snapdragon 695,46000,9071,Tamil Nadu,Online,2023
OnePlus,ONE-103,8GB,128GB,64MP,4300mAh,Snapdragon 695,46000,3341,Gujarat,Wholesale,2023
OnePlus,ONE-103,8GB,128GB,64MP,4300mAh,Snapdragon 695,46000,6096,West Bengal,Retail,2023
OnePlus,ONE-104,16GB,128GB,64MP,4500mAh,Dimensity 8200,53000,7211,Tamil Nadu,Retail,2025
OnePlus,ONE-104,16GB,128GB,64MP,4500mAh,Dimensity 8200,53000,16503,Maharashtra,Wholesale,2025
OnePlus,ONE-104,16GB,128GB,64MP,4500mAh,Dimensity 8200,53000,15837,Karnataka,Online,2025
OnePlus,ONE-104,16GB,128GB,64MP,4500mAh,Dimensity 8200,53000,16695,Telangana,Wholesale,2025
OnePlus,ONE-104,16GB,128GB,64MP,4500mAh,Dimensity 8200,53000,19827,Gujarat,Retail,2025
OnePlus,ONE-105,6GB,128GB,108MP,5000mAh,A16 Bionic,47500,12155,Bihar,Online,2025
OnePlus,ONE-105,6GB,128GB,108MP,5000mAh,A16 Bionic,47500,15385,Delhi,Wholesale,2025
OnePlus,ONE-105,6GB,128GB,108MP,5000mAh,A16 Bionic,47500,13476,West Bengal,Wholesale,2025
OnePlus,ONE-105,6GB,128GB,108MP,5000mAh,A16 Bionic,47500,9203,Tamil Nadu,Wholesale,2025
OnePlus,ONE-105,6GB,128GB,108MP,5000mAh,A16 Bionic,47500,4890,Madhya Pradesh,Online,2025
OnePlus,ONE-106,4GB,128GB,108MP,5500mAh,Dimensity 1080,45000,9958,Maharashtra,Online,2023
OnePlus,ONE-106,4GB,128GB,108MP,5500mAh,Dimensity 1080,45000,13625,Uttar Pradesh,Retail,2023
OnePlus,ONE-106,4GB,128GB,108MP,5500mAh,Dimensity 1080,45000,8104,Madhya Pradesh,Retail,2023
OnePlus,ONE-106,4GB,128GB,108MP,5500mAh,Dimensity 1080,45000,5381,Karnataka,Online,2023
OnePlus,ONE-106,4GB,128GB,108MP,5500mAh,Dimensity 1080,45000,12135,Telangana,Retail,2023
OnePlus,ONE-107,12GB,128GB,108MP,4300mAh,Dimensity 1080,50000,17444,Bihar,Retail,2023
OnePlus,ONE-107,12GB,128GB,108MP,4300mAh,Dimensity 1080,50000,16150,Tamil Nadu,Online,2023
OnePlus,ONE-107,12GB,128GB,108MP,4300mAh,Dimensity 1080,50000,10610,Karnataka,Wholesale,2023
OnePlus,ONE-107,12GB,128GB,108MP,4300mAh,Dimensity 1080,50000,9625,Maharashtra,Online,2023
OnePlus,ONE-107,12GB,128GB,108MP,4300mAh,Dimensity 1080,50000,15407,Gujarat,Online,2023
OnePlus,ONE-108,8GB,512GB,64MP,5000mAh,Dimensity 1080,50500,8265,Delhi,Wholesale,2024
OnePlus,ONE-108,8GB,512GB,64MP,5000mAh,Dimensity 1080,50500,10604,Madhya Pradesh,Wholesale,2024
OnePlus,ONE-108,8GB,512GB,64MP,5000mAh,Dimensity 1080,50500,3993,Telangana,Online,2024
OnePlus,ONE-108,8GB,512GB,64MP,5000mAh,Dimensity 1080,50500,15220,Tamil Nadu,Wholesale,2024
OnePlus,ONE-108,8GB,512GB,64MP,5000mAh,Dimensity 1080,50500,14111,West Bengal,Retail,2024
OnePlus,ONE-109,12GB,256GB,48MP,4500mAh,Snapdragon 8 Gen 2,48000,4679,Karnataka,Retail,2025
OnePlus,ONE-109,12GB,256GB,48MP,4500mAh,Snapdragon 8 Gen 2,48000,4667,Telangana,Wholesale,2025
OnePlus,ONE-109,12GB,256GB,48MP,4500mAh,Snapdragon 8 Gen 2,48000,3572,Delhi,Online,2025
OnePlus,ONE-109,12GB,256GB,48MP,4500mAh,Snapdragon 8 Gen 2,48000,3277,Bihar,Online,2025
OnePlus,ONE-109,12GB,256GB,48MP,4500mAh,Snapdragon 8 Gen 2,48000,7297,Tamil Nadu,Retail,2025
OnePlus,ONE-110,8GB,64GB,64MP,5500mAh,A16 Bionic,42500,19715,Telangana,Wholesale,2024
OnePlus,ONE-110,8GB,64GB,64MP,5500mAh,A16 Bionic,42500,3748,Maharashtra,Retail,2024
OnePlus,ONE-110,8GB,64GB,64MP,5500mAh,A16 Bionic,42500,7738,Bihar,Retail,2024
OnePlus,ONE-110,8GB,64GB,64MP,5500mAh,A16 Bionic,42500,15561,Delhi,Wholesale,2024
OnePlus,ONE-110,8GB,64GB,64MP,5500mAh,A16 Bionic,42500,2101,West Bengal,Online,2024
OnePlus,ONE-111,8GB,512GB,200MP,5500mAh,Snapdragon 8 Gen 2,53000,18022,Uttar Pradesh,Online,2023
OnePlus,ONE-111,8GB,512GB,200MP,5500mAh,Snapdragon 8 Gen 2,53000,14330,Gujarat,Online,2023
OnePlus,ONE-111,8GB,512GB,200MP,5500mAh,Snapdragon 8 Gen 2,53000,9137,Madhya Pradesh,Retail,2023
OnePlus,ONE-111,8GB,512GB,200MP,5500mAh,Snapdragon 8 Gen 2,53000,12834,Karnataka,Retail,2023
OnePlus,ONE-111,8GB,512GB,200MP,5500mAh,Snapdragon 8 Gen 2,53000,6846,Tamil Nadu,Wholesale,2023
OnePlus,ONE-112,12GB,512GB,48MP,5500mAh,A15 Bionic,48500,10926,Uttar Pradesh,Retail,2025
OnePlus,ONE-112,12GB,512GB,48MP,5500mAh,A15 Bionic,48500,4992,Bihar,Online,2025
OnePlus,ONE-112,12GB,512GB,48MP,5500mAh,A15 Bionic,48500,6951,Telangana,Online,2025
OnePlus,ONE-112,12GB,512GB,48MP,5500mAh,A15 Bionic,48500,12709,Maharashtra,Online,2025
OnePlus,ONE-112,12GB,512GB,48MP,5500mAh,A15 Bionic,48500,15544,Delhi,Online,2025
OnePlus,ONE-113,12GB,64GB,108MP,4300mAh,Snapdragon 7 Gen 1,48000,4823,Uttar Pradesh,Wholesale,2024
OnePlus,ONE-113,12GB,64GB,108MP,4300mAh,Snapdragon 7 Gen 1,48000,9715,Delhi,Retail,2024
OnePlus,ONE-113,12GB,64GB,108MP,4300mAh,Snapdragon 7 Gen 1,48000,12997,Karnataka,Online,2024
OnePlus,ONE-113,12GB,64GB,108MP,4300mAh,Snapdragon 7 Gen 1,48000,10804,Telangana,Wholesale,2024
OnePlus,ONE-113,12GB,64GB,108MP,4300mAh,Snapdragon 7 Gen 1,48000,15499,West Bengal,Retail,2024
OnePlus,ONE-114,6GB,64GB,64MP,5500mAh,Dimensity 8200,46000,8410,Maharashtra,Wholesale,2025
OnePlus,ONE-114,6GB,64GB,64MP,5500mAh,Dimensity 8200,46000,15875,Karnataka,Retail,2025
OnePlus,ONE-114,6GB,64GB,64MP,5500mAh,Dimensity 8200,46000,5137,Bihar,Retail,2025
OnePlus,ONE-114,6GB,64GB,64MP,5500mAh,Dimensity 8200,46000,15995,Madhya Pradesh,Wholesale,2025
OnePlus,ONE-114,6GB,64GB,64MP,5500mAh,Dimensity 8200,46000,7206,Uttar Pradesh,Online,2025
OnePlus,ONE-115,6GB,256GB,200MP,5000mAh,Snapdragon 7 Gen 1,46500,11517,Telangana,Online,2025
OnePlus,ONE-115,6GB,256GB,200MP,5000mAh,Snapdragon 7 Gen 1,46500,8501,Tamil Nadu,Wholesale,2025
OnePlus,ONE-115,6GB,256GB,200MP,5000mAh,Snapdragon 7 Gen 1,46500,16398,Maharashtra,Retail,2025
OnePlus,ONE-115,6GB,256GB,200MP,5000mAh,Snapdragon 7 Gen 1,46500,15615,Madhya Pradesh,Wholesale,2025
OnePlus,ONE-115,6GB,256GB,200MP,5000mAh,Snapdragon 7 Gen 1,46500,18247,Bihar,Wholesale,2025
